Date,SPX_Index,SML_Index,MXI_US_Equity,JXI_US_Equity,RXI_US_Equity,KXI_US_Equity,IXC_US_Equity,IXG_US_Equity,IXJ_US_Equity,EXI_US_Equity,IXN_US_Equity,IXP_US_Equity,RV_3M,VIX_Index,VVIX_Index,SKEW_Index,SUM_OSC_Index,TRADPAUS_Index,IV,VIV,BICLB10Y_Index,BASPCAAA_Index,.TED_G_Index,USSP10_BGN_Curncy,USYC2Y10_Index,USGG10YR_Index,yield_10Y,CRY_Index,CL1_COMB_Comdty,CO1_Comdty,QS1_Comdty,XB1_Comdty,HO1_Comdty,NG1_Comdty,FN1_Comdty,LMAHDS03_Comdty,LMCADS03_Comdty,XAU_Curncy,IOE1_Comdty,LMNIDS03_Comdty,XAG_Curncy,RBT1_Comdty,LC1_Comdty,KC1_Comdty,C_1_Comdty,CT1_Comdty,S_1_Comdty,SB1_Comdty,W_1_Comdty,IV_RV_spread
1996-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03479584542292713,,,,,,,,,,,,,,,,,,,,,,
1996-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00580317320334256,,,,,,,,,,,,,,,,,,,,,,
1996-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019994328024544927,,,,,,,,,,,,,,,,,,,,,,
1996-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017959384446074367,,,,,,,,,,,,,,,,,,,,,,
1996-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05018040259947121,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01126045239758966,,,,,,,,,,,,,,,,,,,,,,
1996-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009328937766020395,,,,,,,,,,,,,,,,,,,,,,
1996-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050841102628484514,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01925381878265675,,,,,,,,,,,,,,,,,,,,,,
1997-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011301758112454152,,,,,,,,,,,,,,,,,,,,,,
1997-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017558394890690998,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01868729484637832,,,,,,,,,,,,,,,,,,,,,,
1997-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009087258776258267,,,,,,,,,,,,,,,,,,,,,,
1997-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02405156983864387,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,,,,,,,,,0.03930822221028742,,,,,,,,0.065,-0.048904280622916296,,,,,,,,,,,,,,,,,,,,,,
1997-07-31,0.07522178389598189,0.06046803810846768,,,,,,,,,,,,-9.128709291753023e-05,,0.060699999999999976,,0.040000000000000036,0.03921693511736989,,0.0003899999999999997,-9.999999999997858e-06,-0.0014021999999999993,0.00019999999999999966,-0.0033499999999999997,-0.0048899999999999985,0.060110000000000004,0.02276688600037069,0.017025949589926537,0.022964961172526,0.023917433060588245,,0.034950039684653156,0.017609352152141988,0.03818067145786719,0.061875403718087085,-0.04388890021334024,-0.028551673692167157,,0.0784716154414955,-0.039565600206191265,,0.05104112915979897,-0.04192707475102431,0.06818609451701096,0.01708523431967901,-0.0038986404156569066,0.05998270460171051,0.1116725988120244,
1997-08-29,-0.05916190751100103,0.024121136075723193,,,,,,,,,,,,0.005988433295389818,,-0.02639999999999998,,-0.050000000000000044,0.04520536841275971,,-0.001080000000000001,-0.00018000000000000134,0.0002471999999999995,0.00020000000000000052,0.0023499999999999997,0.003279999999999998,0.06339,0.0029494046298044196,-0.02666824708216131,-0.022964961172526,-0.029987254427664034,,-0.07000810652393596,0.22047577916026695,0.13144805853766828,-0.04112841401093181,-0.054522698390425006,-0.0012332358584732361,,-0.08872811560868499,0.04386668210558198,,-0.009257611015891953,0.03723834514011859,0.0009411765400635375,-0.03074664897549706,-0.14250006260728298,-0.006872879287762146,0.04391114084269354,
1997-09-30,0.051789019050445084,0.0633611318531031,,,,,,,,,,,0.07178460732092552,-0.0033776224379485284,,0.03269999999999995,,0.05999999999999994,0.04182774597481118,,0.0011599999999999996,0.0006600000000000009,0.0017078000000000006,0.00019999999999999966,-9.500000000000003e-05,-0.002360000000000001,0.06103,0.016317847971216715,0.07701769996500563,0.07240860514504055,0.09572520367415382,,0.11088045043299655,0.12715517548524657,0.19125356682424677,0.007024002003892527,-0.028652607037921385,0.031281019943413035,,0.011713164663653686,0.115395829939277,,0.007412932389125437,-0.16420980685090836,-0.030565894324987575,-0.04645451702671455,-0.06915375958962322,-0.03777348503120992,-0.06555247409767517,-0.02995686134611434
1997-10-31,-0.03508604155478334,-0.044597375260751804,,,,,,,,,,,0.058362418817745045,0.022237535834709755,,0.08309999999999995,,-0.1399999999999999,0.06406528180952094,,0.0005200000000000014,0.000619999999999999,-0.0011853000000000002,0.0008999999999999998,-0.0022199999999999998,-0.00272,0.05831,0.005976708696596056,-0.004732616500099152,0.0060120421566276505,0.012371291802547368,,-0.0027657753153587095,0.14193208823199965,0.18708287389566491,-0.006105025066802661,-0.05641408928009106,-0.07124857986426303,,-0.08344489807549138,-0.09416360983350303,,-0.002588280239550045,-0.08908345232568493,0.08190622429496486,0.041213848571162615,0.10564205285275996,0.1036580825599418,0.017489078154214077,0.0057028629917758936
1997-11-28,0.04362142248794321,-0.008014614849654933,,,,,,,,,,,0.04797369189602255,-0.013985182634965253,,-0.0023999999999999577,,-0.010000000000000009,0.050080099174555685,,-0.0010300000000000014,-0.0008300000000000009,0.0015333999999999999,-0.0007999999999999995,-0.000325,0.0004299999999999929,0.058739999999999994,-0.054492157881095515,-0.09602200804650662,-0.0554556861291422,-0.0634462217389622,,-0.08429268154528069,-0.320496920612928,0.12828327029024988,-0.021040380136510883,-0.07197349962508959,-0.04750667289745447,,-0.025642430613338263,0.10934416701051886,,-0.0048246521495753925,0.07980981554035615,-0.029934207818044456,-0.027191584190481954,0.0390397340558728,-0.012180418556870798,-0.053412481120944655,0.0021064072785331386
1997-12-31,0.015609171282680023,0.01922761049061883,,,,,,,,,,,0.03989476932769418,-0.006244037155558893,,-0.009599999999999831,,-0.020000000000000018,0.04383606201899679,,0.0003200000000000026,0.00012000000000000031,-0.0023884000000000006,0.00019999999999999966,-6.499999999999995e-05,-0.0013199999999999948,0.05742,-0.051707367353122535,-0.08213366504800934,-0.1367043196651001,-0.13540463700620364,,-0.07872530840518266,-0.12988074417605922,-0.12454028401141537,-0.02983401209078984,-0.07124181943211383,-0.027132455274214706,,-0.014718172474021074,0.12383291329326873,,-0.01122346236984928,0.008965897130646105,-0.024232313387767768,-0.04817228178179356,-0.06879399513766593,-0.0016353233407309098,-0.0479492595991049,0.003941292691302611
1998-01-30,0.010098972903237247,-0.020184683047840046,,,,,,,,,,,0.017975924315255364,-0.004637384320210401,,0.039799999999999836,,-0.06000000000000005,0.03919867769878639,,0.0016699999999999979,0.0014700000000000008,-0.0001849999999999994,0.00010000000000000026,0.00038500000000000014,-0.002369999999999997,0.05505,-0.009877993748978575,-0.024678440355197395,-0.03448617607116944,-0.03735578654376859,,-0.031039114967899017,-0.0030966625055377506,-0.4107718163631815,-0.012970350442627954,0.008549496362068254,0.045316291024438016,,-0.11141947112556316,0.03595158425224554,,-0.02823537437069845,0.0726999550249019,0.029741969198737728,-0.01124533928460636,0.0033500868852822663,-0.0844851849930972,0.03469427908291056,0.021222753383531027
1998-02-27,0.06807842894737615,0.08649492808076964,,,,,,,,,,,0.03200261085505191,-0.0053311662263836185,,-0.0524,,0.06000000000000005,0.03386751147240277,,-0.0003699999999999988,-0.00027000000000000114,-0.0008130999999999998,0.0,-0.0009200000000000001,0.0011699999999999974,0.05622,-0.05744386236518295,-0.10852906562681808,-0.11895853831907344,-0.09237332013101529,,-0.10587440228706058,0.027961629456901393,-0.14310084364067333,-0.043354572157555005,-0.03229807844449972,-0.010970854716882528,,-0.00925075977215073,0.042425844102229604,,-0.0034890518046557517,-0.0522879744388165,-0.04303751167998193,-0.025503405609172525,-0.029796660330584146,-0.1526676601278978,-0.02933644001255864,0.0018649006173508606
1998-03-31,0.04873842963294184,0.03681770744556179,,,,,,,,,,,0.029520220507936776,0.010351956336847636,,0.006399999999999961,,-0.020000000000000018,0.04421946780925041,,0.0001799999999999996,-0.0003199999999999991,0.0022525,0.0002999999999999999,0.0007350000000000001,0.00032000000000000084,0.05654,-0.0015369158312887876,0.010950189930710508,0.00633136128356071,0.007561472700576388,,0.005127021251833064,0.08305411025042764,-0.07302513501488983,-0.013727051511497557,0.03795740311340179,0.0059990181577394,,0.03380861055381423,0.0007689350628772296,,-0.009756174945364293,-0.12546475658922862,-0.009606221805440462,0.03913147126307859,-0.012326812480658589,0.05548573861217898,-0.022386114298462267,0.014699247301313632
1998-04-30,0.009035525668709354,0.005412531524227049,,,,,,,,,,,0.030100998278709924,-0.005550255249385683,,0.0040000000000000036,,-0.050000000000000044,0.038669212559864725,,-0.00017,-6.999999999999888e-05,0.0015481000000000002,-0.00019999999999999966,-0.00023499999999999997,0.00017000000000000348,0.05671,-0.02631336448542765,-0.014193786676552467,0.013927801744468837,0.0037594029239063076,,-0.0062959284568151475,-0.12709469263043727,0.06868202286772451,0.0,0.04145384903421334,0.018762894078212966,,0.0,-0.037592523616436946,,0.08635756853221022,-0.08375328707007235,-0.060684951821580846,-0.052366386130201725,-0.005830920310793353,-0.18134068373836243,-0.1000834585569832,0.008568214281154802
1998-05-29,-0.019005643420609175,-0.05507192418984186,,,,,,,,,,,0.03403891689662897,0.0002556038601690819,,-0.011300000000000088,,-0.09999999999999998,0.03892481642003381,,-0.0003099999999999978,-0.00011000000000000072,-0.0007025000000000009,0.0003999999999999993,-0.0005300000000000001,-0.0011900000000000105,0.05551999999999999,-0.04243023106233146,-0.01242251999855748,-0.006243516639685254,-0.098504770513272,,-0.08924672839144909,-0.023230377359922283,-0.04563952872057042,-0.053222918345653625,-0.0782396058507242,-0.04570508608119539,,-0.11207161411695132,-0.20280118894444188,,-0.07388663527809491,-0.014981553615617038,-0.02177379954956038,0.1011353010566367,-0.036122204652436096,-0.026223195099102536,-0.019164349589215313,0.004885899523404839
